Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Age_at_Onboarding,Avg_Trans_Value,Trans_to_Limit_Ratio,Activity_Per_Relationship
0,39,M,2,College,Single,$80K - $120K,Blue,4,3,2,4061.0,1775,2286.0,0.686,1602,40,0.667,0.437,37.0,40.048998775030626,0.39448402007288347,9.997500624843788
0,65,M,1,College,Married,Less than $40K,Blue,5,3,2,4189.0,0,4189.0,0.715,1597,31,0.722,0.0,60.333333333333336,51.51446727524918,0.3812364809652707,6.19876024795041
0,45,F,1,Unknown,Married,Less than $40K,Blue,4,1,3,6373.0,1562,4811.0,0.573,3483,82,0.64,0.245,42.333333333333336,42.475091767173566,0.5465243140554975,20.494876280929766
0,38,F,2,Graduate,Married,Less than $40K,Blue,5,2,3,2228.0,1717,511.0,1.625,2334,61,0.848,0.771,35.25,38.2616678415108,1.0475758314291599,12.197560487902418
1,36,F,4,Graduate,Married,Less than $40K,Blue,3,2,2,3261.0,2517,744.0,0.378,856,18,0.059,0.772,34.0,47.55291372701516,0.26249608632441385,5.9980006664445185
0,40,F,4,Graduate,Married,Less than $40K,Blue,3,3,2,8014.0,1402,6612.0,0.873,1596,34,0.789,0.175,38.0,46.93979588835623,0.19915146005097828,11.329556814395202
0,35,F,2,College,Married,$40K - $60K,Blue,6,1,3,10980.0,1726,9254.0,0.856,1830,36,0.636,0.157,32.583333333333336,50.83192133551846,0.1666666514875545,5.9990001666388935
0,54,M,3,Post-Graduate,Married,$120K +,Blue,6,3,4,3092.0,2165,927.0,0.676,1369,37,0.542,0.7,50.5,36.9990000270263,0.44275535486566786,6.16563906015664
0,40,M,4,Graduate,Single,$80K - $120K,Blue,5,1,2,14315.0,690,13625.0,1.32,2603,56,0.806,0.048,37.583333333333336,46.4813128336994,0.1818372209684093,11.197760447910417
0,59,M,0,Uneducated,Single,$40K - $60K,Blue,3,3,3,1648.0,997,651.0,0.776,1776,36,0.565,0.605,55.166666666666664,49.33196300102775,1.0776692489871063,11.996001332889037
1,26,F,0,High School,Single,$40K - $60K,Blue,2,2,4,1730.0,1616,114.0,0.331,869,27,0.286,0.934,24.916666666666668,32.18399318543757,0.5023118483746541,13.493253373313344
0,46,M,2,High School,Married,$60K - $80K,Blue,6,3,3,13768.0,763,13005.0,0.712,1390,44,0.76,0.055,43.083333333333336,31.59019113201973,0.1009587375828924,7.332111314780869
0,29,F,1,Graduate,Married,Unknown,Blue,3,3,4,1709.0,1465,244.0,0.558,1757,48,0.548,0.857,27.416666666666668,36.603404095748004,1.028085998779404,15.99466844385205
0,38,M,3,Graduate,Single,$40K - $60K,Blue,5,2,3,1705.0,0,1705.0,0.604,3342,62,0.824,0.0,36.416666666666664,53.902356413606235,1.960116152424544,12.39752049590082
0,31,M,0,Graduate,Divorced,$60K - $80K,Blue,6,1,2,8673.0,0,8673.0,0.876,2457,58,0.933,0.0,28.916666666666668,42.361338597610384,0.28329294554445456,9.665055824029327
0,35,M,1,High School,Married,$60K - $80K,Blue,5,2,2,6391.0,2317,4074.0,0.831,2274,61,1.033,0.363,33.25,37.27807740856707,0.3558128061629156,12.197560487902418
0,56,M,2,Uneducated,Married,$80K - $120K,Blue,4,2,2,11102.0,1946,9156.0,0.625,1448,36,1.0,0.175,52.25,40.22110496930641,0.1304269383510234,8.997750562359409
0,34,M,3,College,Married,$80K - $120K,Blue,3,1,3,24765.0,1999,22766.0,1.013,1544,36,0.714,0.081,31.666666666666668,42.88769756395656,0.06234605037972742,11.996001332889037
0,42,M,4,Doctorate,Married,$80K - $120K,Blue,5,3,4,31864.0,0,31864.0,1.009,1591,35,0.75,0.0,39.75,45.45584411873947,0.04993095499840086,6.998600279944011
0,29,M,1,College,Single,$60K - $80K,Blue,5,3,2,5346.0,0,5346.0,0.928,3253,80,0.818,0.0,26.0,40.661991725103434,0.6084922168925894,15.996800639872024
0,32,M,0,Graduate,Single,$40K - $60K,Blue,6,2,3,2801.0,1472,1329.0,1.027,2467,54,0.8,0.526,30.25,45.6843391789041,0.8807565581019071,8.99850024995834
0,37,F,2,High School,Married,Less than $40K,Blue,6,6,2,3148.0,0,3148.0,0.498,1401,31,0.722,0.0,34.75,45.1920905777233,0.44504433130739157,5.165805699050158
0,36,F,3,Unknown,Married,Less than $40K,Blue,6,5,3,2786.0,1628,1158.0,1.314,2853,55,0.667,0.584,33.0,51.8717841493791,1.024048447936666,9.165139143476086
0,37,M,3,Unknown,Married,$60K - $80K,Blue,3,1,2,11894.0,816,11078.0,1.561,2438,45,0.607,0.069,35.0,54.17657385391436,0.20497728224505782,14.995001666111296
0,38,M,2,Graduate,Married,$80K - $120K,Blue,5,3,3,7535.0,2517,5018.0,0.813,1655,41,0.577,0.334,35.583333333333336,40.36486914953294,0.2196416430468954,8.198360327934413
1,52,M,2,High School,Married,$60K - $80K,Silver,4,4,3,33180.0,511,32669.0,0.681,797,14,0.273,0.015,49.083333333333336,56.92450539247197,0.02402049354971388,3.4991252186953257
0,62,F,2,Graduate,Married,Less than $40K,Blue,6,2,4,2986.0,1632,1354.0,0.883,2141,55,0.667,0.547,57.75,38.92656497154597,0.7170124859301789,9.165139143476086
0,35,F,2,Graduate,Married,Unknown,Blue,4,2,2,6729.0,2375,4354.0,0.579,2080,50,0.351,0.353,33.083333333333336,41.599168016639666,0.3091097772165586,12.496875781054735
0,36,M,1,Graduate,Single,$60K - $80K,Blue,3,3,4,2601.0,1817,784.0,0.663,2542,67,0.675,0.699,33.0,37.93973224280234,0.9773160410165163,22.325891369543488
0,54,M,3,College,Married,$80K - $120K,Blue,4,3,0,3380.0,1655,1725.0,0.636,1636,58,0.706,0.49,50.25,28.206410234306308,0.48402352543682675,14.496375906023493
0,27,M,1,High School,Single,$60K - $80K,Blue,5,2,2,2730.0,1351,1379.0,0.623,2319,61,0.743,0.495,25.5,38.015770233274864,0.8494502382966159,12.197560487902418
1,26,M,0,High School,Single,$40K - $60K,Blue,3,1,3,3324.0,0,3324.0,0.537,982,22,0.692,0.0,24.75,44.6343348029635,0.29542710727223004,7.33088970343219
0,56,F,2,Graduate,Married,Less than $40K,Blue,4,3,3,2665.0,1844,821.0,0.554,1880,58,0.758,0.692,52.25,32.413234254581816,0.7054406358571722,14.496375906023493
0,60,F,1,Graduate,Married,$40K - $60K,Blue,4,3,2,5015.0,2053,2962.0,0.442,1325,29,0.381,0.409,56.083333333333336,45.68807972138892,0.264207325182986,7.248187953011747
0,54,M,4,Graduate,Married,$60K - $80K,Blue,4,3,3,6905.0,2303,4602.0,0.712,1370,25,0.786,0.334,51.0,54.79780808767649,0.19840692275062669,6.248437890527367
0,48,M,3,Unknown,Married,$80K - $120K,Blue,5,2,2,5848.0,950,4898.0,0.726,1961,51,0.545,0.162,44.583333333333336,38.450226466147726,0.33532826003278726,10.197960407918416
0,33,M,1,College,Single,$80K - $120K,Blue,4,3,4,19136.0,1608,17528.0,0.728,2501,55,0.528,0.084,30.833333333333332,45.4719005108998,0.1306960634042609,13.74656335916021
0,64,F,0,Unknown,Married,Less than $40K,Blue,4,3,4,3500.0,1904,1596.0,1.182,2003,41,0.952,0.544,59.416666666666664,48.85246701299969,0.5722855507755569,10.247438140464883
0,35,M,2,Graduate,Married,$60K - $80K,Blue,5,1,3,7453.0,0,7453.0,0.712,1691,47,0.516,0.0,33.0,35.97795791578903,0.22688847083208494,9.398120375924814
0,54,F,2,Unknown,Married,Less than $40K,Blue,4,3,3,6266.0,1819,4447.0,0.744,1456,27,1.077,0.29,50.416666666666664,53.923928743379875,0.23236510814473219,6.748312921769557
0,29,F,1,College,Single,Less than $40K,Blue,4,3,4,4945.0,0,4945.0,1.033,2743,69,0.769,0.0,27.083333333333332,39.753047057289024,0.5547016067337499,17.245688577855535
1,33,M,2,Graduate,Married,$120K +,Blue,2,2,4,27992.0,0,27992.0,0.433,837,18,1.0,0.0,31.25,46.49741681017721,0.029901399331901994,8.995502248875562
0,34,M,1,Graduate,Married,$40K - $60K,Blue,6,2,3,3735.0,1285,2450.0,1.034,1877,33,1.2,0.344,31.0,56.8770643313839,0.5025433728130193,5.499083486085652
0,48,M,3,Graduate,Unknown,$60K - $80K,Blue,3,3,2,6703.0,1252,5451.0,0.625,1843,44,0.63,0.187,45.0,41.88541169518875,0.2749514732281854,14.66177940686438
0,38,M,3,High School,Single,$80K - $120K,Blue,4,1,4,6162.0,943,5219.0,0.484,1527,35,0.207,0.153,35.75,43.62732493357333,0.247809112656749,8.747813046738315
0,42,M,3,High School,Single,$60K - $80K,Blue,4,4,3,3337.0,795,2542.0,0.524,3951,68,0.619,0.238,39.0,58.10208673401861,1.1839972478282146,16.99575106223444
0,55,M,3,Graduate,Married,$40K - $60K,Blue,3,3,3,2205.0,1337,868.0,0.65,1591,38,0.727,0.606,52.0,41.86731928107155,0.7215416228836177,12.662445851382873
0,62,M,1,High School,Married,$40K - $60K,Blue,5,1,3,4450.0,1444,3006.0,0.465,1326,44,0.419,0.324,58.416666666666664,30.135678734574217,0.2979774611286604,8.798240351929614
0,33,F,0,Unknown,Married,Less than $40K,Blue,4,2,4,1438.3,0,1438.3,0.916,2914,70,0.591,0.0,30.666666666666668,41.62797674318938,2.026001511505589,17.49562609347663
0,38,M,2,Unknown,Married,$80K - $120K,Blue,6,1,2,2172.0,1475,697.0,1.158,2447,46,1.3,0.679,36.5,53.19449577183105,1.1266108993504145,7.665389101816364
0,39,M,1,Uneducated,Married,$40K - $60K,Blue,4,2,2,4323.0,1267,3056.0,1.102,3078,58,0.611,0.293,36.583333333333336,53.068050550852575,0.7120053869985226,14.496375906023493
0,56,M,1,College,Married,$80K - $120K,Blue,5,1,3,4145.0,1468,2677.0,0.579,1238,36,0.5,0.354,52.25,34.38793366850921,0.29867302806440815,7.198560287942411
0,36,M,1,Graduate,Married,Less than $40K,Blue,6,3,3,2032.0,1003,1029.0,1.005,2454,46,0.586,0.494,34.5,53.3466663768179,1.2076765710253095,7.665389101816364
0,29,M,1,College,Single,$80K - $120K,Blue,5,3,3,7010.0,2103,4907.0,1.007,2413,48,1.087,0.3,27.416666666666668,50.26978604612404,0.3442224901251797,9.598080383923214
0,57,M,3,High School,Married,$120K +,Blue,3,3,2,3205.0,1530,1675.0,0.673,2126,58,0.657,0.477,52.833333333333336,36.65454043895795,0.6633383265715049,19.32689103632123
0,55,F,3,Post-Graduate,Married,Unknown,Blue,3,2,3,16547.0,1521,15026.0,0.555,1782,48,0.333,0.092,52.0,37.12422657861295,0.10769323093653044,15.99466844385205
0,51,F,2,Graduate,Married,$40K - $60K,Blue,3,2,4,5930.0,0,5930.0,1.19,2041,32,0.684,0.0,47.25,63.77925689822194,0.3441820667483867,10.663112295901367
0,57,F,3,College,Single,Unknown,Blue,4,1,2,7469.0,1752,5717.0,0.923,2050,46,0.917,0.235,53.75,44.56424860329123,0.27446776349340424,11.497125718570356
0,56,F,3,Graduate,Married,Less than $40K,Blue,6,2,3,2235.0,0,2235.0,0.556,1229,27,0.35,0.0,52.25,45.51683270989963,0.5498878971418805,4.49925012497917
0,26,M,0,College,Single,$40K - $60K,Blue,5,2,2,2047.0,1196,851.0,0.623,2180,33,0.941,0.584,24.916666666666668,66.05860428471865,1.064972611151631,6.59868026394721
0,36,F,4,Uneducated,Single,Unknown,Silver,3,1,2,34516.0,907,33609.0,0.572,2298,55,0.719,0.026,34.25,41.78105852620862,0.06657781705360363,18.327224258580475
0,53,F,3,Graduate,Married,$40K - $60K,Blue,3,3,4,2636.0,2357,279.0,0.654,1333,34,0.545,0.894,49.333333333333336,39.20472927266845,0.5056902482206949,11.329556814395202
0,41,M,3,Graduate,Married,$40K - $60K,Blue,3,3,2,6425.0,915,5510.0,0.958,2036,44,0.692,0.142,38.333333333333336,46.27167564373537,0.3168871102121229,14.66177940686438
0,26,F,0,Post-Graduate,Single,Less than $40K,Blue,5,3,2,2902.0,1668,1234.0,0.621,2088,34,0.478,0.575,24.916666666666668,61.40995853063146,0.7195035425556365,6.798640271945611
0,51,F,1,College,Divorced,Less than $40K,Blue,3,2,3,4002.0,1669,2333.0,0.702,2024,53,1.12,0.417,47.5,38.18795871776005,0.5057470000632184,17.66077974008664
0,34,M,0,Graduate,Married,$60K - $80K,Blue,4,3,3,5175.0,977,4198.0,1.705,2405,49,0.885,0.189,31.833333333333332,49.080631007530464,0.4647342097131962,12.246938265433641
0,65,F,1,Unknown,Single,$40K - $60K,Blue,4,2,4,4599.0,637,3962.0,0.622,2608,78,0.592,0.139,61.0,33.43546877604133,0.5670796766515163,19.495126218445385
0,52,M,2,High School,Married,$80K - $120K,Blue,4,3,4,31258.0,1518,29740.0,0.917,2866,53,0.893,0.049,48.416666666666664,54.074451425444806,0.09168852480361749,13.246688327918019
0,54,F,2,Graduate,Married,Less than $40K,Blue,5,2,4,2683.0,1671,1012.0,0.784,1406,37,0.423,0.623,50.25,37.99897300072971,0.5240400581289384,7.398520295940811
1,37,M,3,College,Married,$80K - $120K,Blue,3,4,3,11638.0,926,10712.0,0.262,563,15,0.364,0.08,34.5,37.53083127791481,0.04837600546691825,4.998333888703765
0,40,F,3,Graduate,Married,Unknown,Blue,3,1,3,1829.0,1140,689.0,0.325,1610,49,0.4,0.623,38.333333333333336,32.85647231689149,0.8802619572105209,16.32789070309897
0,55,M,0,Doctorate,Married,$80K - $120K,Blue,3,1,3,8276.0,1671,6605.0,0.359,1409,25,0.25,0.202,52.0,56.35774569017239,0.170251308572824,8.330556481172943
0,45,M,4,High School,Unknown,$80K - $120K,Blue,4,3,3,23539.0,1261,22278.0,0.484,1485,38,0.462,0.054,42.166666666666664,39.07791900213152,0.06308678945210972,9.4976255936016
0,37,F,2,High School,Married,Less than $40K,Blue,5,3,3,2352.0,0,2352.0,1.467,2344,48,0.92,0.0,34.416666666666664,48.832315993416806,0.9965982157320511,9.598080383923214
0,30,M,1,Graduate,Single,$60K - $80K,Blue,6,1,2,11371.0,1015,10356.0,1.483,2768,68,0.889,0.089,27.0,40.705283745827266,0.24342623837602337,11.331444759206798
0,55,F,1,Unknown,Married,Less than $40K,Blue,6,6,2,2857.0,2517,340.0,0.871,1869,47,0.567,0.881,52.0,39.76511138060893,0.6541824801601399,7.83202799533411
0,36,M,2,Graduate,Single,$80K - $120K,Silver,5,2,4,34516.0,1568,32948.0,0.878,2873,73,0.659,0.045,33.75,39.35562526540732,0.08323675735204668,14.597080583883223
0,39,M,1,Graduate,Married,$40K - $60K,Blue,5,3,4,6690.0,1884,4806.0,0.791,1734,39,0.625,0.282,36.083333333333336,44.460398451321765,0.2591927863687913,7.798440311937612
0,34,M,2,Graduate,Single,Less than $40K,Blue,5,1,4,4439.0,844,3595.0,0.863,2858,71,0.69,0.19,31.666666666666668,40.25295418374389,0.6438385573691017,14.197160567886423
0,47,M,3,High School,Single,$60K - $80K,Blue,4,3,2,5344.0,1582,3762.0,0.537,1984,36,1.0,0.296,44.0,55.10958028943641,0.3712574155581183,8.997750562359409
0,42,M,3,High School,Divorced,$80K - $120K,Blue,6,3,3,27310.0,0,27310.0,0.919,1537,41,1.05,0.0,38.916666666666664,37.48689056364479,0.056279748946182755,6.832194634227628
0,61,M,1,Graduate,Married,$40K - $60K,Blue,6,2,4,2531.0,2360,171.0,0.955,1263,35,0.591,0.932,56.833333333333336,36.08468329476301,0.4990120509632355,5.832361273121146
0,31,M,1,College,Single,$40K - $60K,Blue,4,1,3,9096.0,0,9096.0,0.768,2318,54,0.688,0.0,29.166666666666668,42.925131016092294,0.25483726310056476,13.496625843539114
1,40,M,3,College,Single,$80K - $120K,Silver,1,3,4,34516.0,0,34516.0,0.927,1112,26,0.368,0.0,37.25,42.76758586208223,0.032216941933684615,25.974025974025977
0,42,F,3,Graduate,Unknown,Less than $40K,Blue,3,1,2,7169.0,902,6267.0,0.834,1438,35,0.591,0.126,39.333333333333336,41.08454044170167,0.200585827788279,11.66277907364212
0,54,F,0,Graduate,Married,Less than $40K,Blue,5,3,4,5399.0,1723,3676.0,0.765,1292,34,0.889,0.319,51.0,37.99888238581219,0.23930353041238553,6.798640271945611
0,52,F,3,Unknown,Married,Less than $40K,Blue,6,3,2,2280.0,1170,1110.0,0.603,1924,50,0.667,0.513,48.083333333333336,38.4792304153917,0.8438592790090881,8.331944675887351
0,31,F,0,Graduate,Married,Less than $40K,Blue,4,1,4,6315.0,1305,5010.0,0.542,2205,43,0.265,0.207,29.25,51.277877258668404,0.34916859078882173,10.747313171707072
0,43,M,3,Unknown,Married,$40K - $60K,Blue,6,1,2,4402.0,1640,2762.0,0.719,1774,46,1.0,0.373,40.25,38.56437903523837,0.4029985454342241,7.665389101816364
0,49,M,2,Unknown,Married,$120K +,Blue,5,4,2,27732.0,1623,26109.0,0.452,1413,31,0.722,0.059,46.166666666666664,45.57917486532693,0.05095196700735731,6.19876024795041
0,45,F,2,Graduate,Unknown,$40K - $60K,Blue,4,3,4,4947.0,1053,3894.0,1.195,3479,76,0.81,0.213,42.0,45.77571347745424,0.7032543555176156,18.9952511872032
0,38,M,1,Graduate,Married,$80K - $120K,Blue,3,2,3,3946.0,2375,1571.0,0.921,1646,43,0.536,0.602,35.666666666666664,38.278179577219134,0.41713116646447884,14.328557147617461
0,57,M,2,Uneducated,Single,$40K - $60K,Blue,5,3,4,12291.0,2289,10002.0,0.685,1683,50,0.471,0.186,52.666666666666664,33.659326813463736,0.13692944944028562,9.998000399920015
0,63,F,2,Graduate,Married,$40K - $60K,Blue,4,2,4,3067.0,1874,1193.0,0.791,1420,32,0.455,0.611,58.583333333333336,44.37361332458361,0.4629930019585908,7.9980004998750305
0,42,F,4,Post-Graduate,Single,Less than $40K,Blue,6,2,3,1438.3,674,764.3,1.769,2451,55,1.292,0.469,39.0,44.562826130434,1.704093927488057,9.165139143476086
0,61,F,1,Doctorate,Married,$40K - $60K,Blue,4,2,4,8633.0,2517,6116.0,0.681,2066,51,0.457,0.292,57.083333333333336,40.50900962726221,0.23931423151694295,12.74681329667583
0,37,M,2,Unknown,Single,$40K - $60K,Blue,4,4,3,2394.0,0,2394.0,1.059,2805,85,0.667,0.0,34.666666666666664,32.9996117692733,1.171678708571968,21.24468882779305
1,61,M,2,Graduate,Married,$120K +,Blue,3,0,4,11374.0,2517,8857.0,1.015,1088,26,1.167,0.221,56.916666666666664,41.84454444059843,0.09565675262381285,8.663778740419861
0,35,M,3,College,Married,$60K - $80K,Blue,4,3,4,6921.0,2159,4762.0,0.895,1931,35,0.75,0.312,32.666666666666664,55.169852289934575,0.2790058836864783,8.747813046738315
0,57,M,0,Graduate,Married,$80K - $120K,Blue,4,6,4,2564.0,2379,185.0,0.358,1343,35,0.296,0.928,52.666666666666664,38.37033227622068,0.5237907473515026,8.747813046738315
0,64,M,1,Unknown,Married,Less than $40K,Blue,4,3,4,2720.0,1904,816.0,0.634,1613,43,0.344,0.7,59.416666666666664,37.5107555638241,0.5930144878623206,10.747313171707072
0,39,F,2,Doctorate,Married,Unknown,Blue,3,2,4,9843.0,2154,7689.0,0.733,1402,35,0.667,0.219,36.0,40.055998400045716,0.14243623464022812,11.66277907364212
0,28,F,0,Unknown,Single,Unknown,Blue,5,3,2,21691.0,661,21030.0,0.767,2534,51,0.962,0.03,26.916666666666668,49.68530028822965,0.1168226399510101,10.197960407918416
0,53,M,1,Graduate,Single,$80K - $120K,Blue,6,3,2,1826.0,883,943.0,0.953,2199,48,1.0,0.484,49.25,45.81154559280015,1.204270972469347,7.998666888851858
0,39,M,1,Unknown,Married,$60K - $80K,Blue,6,3,0,5746.0,1829,3917.0,0.649,1562,44,0.913,0.318,37.0,35.499193200154544,0.2718412335814073,7.332111314780869
0,35,F,3,Graduate,Married,Less than $40K,Blue,6,2,4,2926.0,1346,1580.0,0.834,1851,48,0.455,0.46,32.75,38.56169663132018,0.6326040216664314,7.998666888851858
0,47,F,5,High School,Married,$40K - $60K,Blue,5,3,2,7061.0,1813,5248.0,0.744,1831,60,0.5,0.257,44.0,30.51615806403227,0.25931167549756756,11.997600479904019
0,47,M,4,Unknown,Married,$80K - $120K,Blue,3,3,4,5589.0,1430,4159.0,0.632,1570,31,0.722,0.256,44.083333333333336,50.64352762814102,0.28090887799089675,10.329890036654449
0,38,M,2,Graduate,Married,$80K - $120K,Blue,5,3,3,9620.0,2033,7587.0,0.667,1735,43,0.387,0.211,35.25,40.34789888607242,0.18035341160567447,8.598280343931213
0,26,F,1,High School,Single,Less than $40K,Blue,5,3,3,2539.0,2162,377.0,0.635,2386,47,0.382,0.852,24.75,50.76487734303526,0.9397396850178475,9.398120375924814
0,37,F,3,Graduate,Single,Unknown,Blue,4,2,3,3642.0,610,3032.0,0.676,2790,68,0.581,0.167,34.666666666666664,41.02880839987647,0.7660623926242743,16.99575106223444
0,57,M,2,Graduate,Single,Less than $40K,Blue,3,4,3,3451.0,0,3451.0,0.744,3031,57,0.676,0.0,53.75,53.17450571042613,0.8782958915398749,18.99366877707431
0,38,F,0,Unknown,Married,Less than $40K,Blue,4,2,3,1841.0,1246,595.0,0.759,1819,35,0.522,0.677,35.0,51.969943715893834,0.9880494361491384,8.747813046738315
0,39,M,1,Graduate,Married,$120K +,Blue,6,3,2,5764.0,1529,4235.0,1.356,1972,38,0.52,0.265,36.916666666666664,51.893371227072976,0.342123465974416,6.332277953674387
0,35,M,2,Uneducated,Single,$60K - $80K,Blue,6,3,2,18278.0,0,18278.0,0.798,2084,61,1.103,0.0,33.666666666666664,34.16337437091195,0.1140168446210283,10.164972504582568
0,38,M,2,Graduate,Married,$80K - $120K,Blue,4,3,2,16059.0,618,15441.0,0.824,1357,26,1.0,0.038,35.25,52.19030037306257,0.08450089765857789,6.498375406148463
0,56,M,2,Unknown,Married,$60K - $80K,Blue,3,2,2,5887.0,659,5228.0,0.65,1193,26,0.3,0.112,52.583333333333336,45.88285065959001,0.20264987215052283,8.663778740419861
0,36,M,3,Uneducated,Married,$40K - $60K,Blue,6,2,2,3152.0,1986,1166.0,1.328,2530,50,0.724,0.63,33.416666666666664,50.598988020239595,0.8026647199667766,8.331944675887351
1,39,M,1,College,Divorced,$80K - $120K,Blue,1,3,4,12464.0,0,12464.0,0.864,1195,35,0.522,0.0,36.666666666666664,34.141881660523985,0.09587611554267365,34.96503496503497
0,58,F,1,Uneducated,Married,Unknown,Blue,5,2,3,4784.0,0,4784.0,0.905,2160,54,0.929,0.0,55.0,39.99925927297643,0.4515049223442888,10.797840431913617
0,28,M,1,High School,Single,Less than $40K,Blue,5,2,3,1950.0,0,1950.0,0.803,2074,81,0.8,0.0,25.0,25.604622165158453,1.0635891981593855,16.196760647870423
0,65,F,0,Graduate,Single,Less than $40K,Blue,6,3,2,7478.0,0,7478.0,0.847,2213,62,0.771,0.0,60.333333333333336,35.69297269398881,0.2959347023355573,10.331611398100316
0,26,F,0,Uneducated,Single,Less than $40K,Blue,4,3,4,1438.3,0,1438.3,0.764,2731,39,0.5,0.0,24.333333333333332,70.023845542422,1.8987680603712298,9.747563109222693
0,28,M,0,Graduate,Single,Less than $40K,Blue,4,2,4,1707.0,1191,516.0,0.669,2950,87,0.977,0.698,25.0,33.90765623383639,1.7281770778107335,21.74456385903524
0,30,F,1,Uneducated,Married,Unknown,Blue,5,2,2,4016.0,917,3099.0,1.246,2572,35,0.591,0.228,28.916666666666668,73.48361475386417,0.6404380875403168,6.998600279944011
0,31,F,0,Uneducated,Married,Less than $40K,Blue,5,3,2,2370.0,1699,671.0,0.889,2411,53,0.656,0.717,29.416666666666668,45.489707741363375,1.0172991488189245,10.597880423915216
0,57,M,3,Post-Graduate,Married,$60K - $80K,Blue,6,1,4,3478.0,2517,961.0,0.685,1409,49,0.75,0.724,54.0,28.754515213975225,0.4051177673611939,8.165305782369604
0,43,M,4,High School,Married,$40K - $60K,Blue,6,2,2,1539.0,989,550.0,0.86,1987,47,0.808,0.643,40.333333333333336,42.27569626178167,1.2910972767399111,7.83202799533411
1,26,F,0,Uneducated,Single,Less than $40K,Blue,3,2,4,1438.3,0,1438.3,0.506,947,20,0.053,0.0,24.333333333333332,47.347632618369076,0.6584157280013015,6.664445184938354
0,39,F,2,High School,Single,$40K - $60K,Blue,6,3,2,3142.0,1639,1503.0,0.986,3046,56,1.154,0.522,36.833333333333336,54.39188585918109,0.9694459040592285,9.331778036993834
0,35,M,0,Unknown,Single,$60K - $80K,Blue,3,1,2,17236.0,0,17236.0,0.958,3013,78,0.696,0.0,32.0,38.627709901155114,0.17480853012250347,25.99133622125958
0,52,F,2,Uneducated,Married,$40K - $60K,Blue,5,1,4,1438.3,0,1438.3,0.529,1679,39,0.5,0.0,49.0,43.05017820055896,1.1673495325387384,7.798440311937612
0,33,M,1,Graduate,Single,$80K - $120K,Blue,5,3,2,13206.0,925,12281.0,0.766,2342,51,1.318,0.07,31.333333333333332,45.92066822219172,0.17734361825355002,10.197960407918416
0,53,M,3,High School,Married,$60K - $80K,Blue,3,1,0,2480.0,1351,1129.0,0.522,1359,36,0.565,0.545,49.583333333333336,37.74895141801617,0.5479836500065927,11.996001332889037
0,30,F,0,Unknown,Married,Less than $40K,Blue,5,1,4,2898.0,0,2898.0,1.154,2632,64,0.778,0.0,28.416666666666668,41.12435743191512,0.9082122469937035,12.79744051189762
0,59,M,0,Unknown,Married,Less than $40K,Blue,5,3,4,1570.0,1028,542.0,0.742,1430,28,1.333,0.655,54.75,51.06960465697654,0.9108274453328373,5.5988802239552085
0,65,F,0,Graduate,Married,Less than $40K,Blue,6,3,3,4460.0,1262,3198.0,0.898,1877,41,0.783,0.283,60.333333333333336,45.779371234847936,0.42085192357580187,6.832194634227628
0,33,F,2,Uneducated,Married,Less than $40K,Blue,4,2,4,1544.0,0,1544.0,0.677,1731,40,0.739,0.0,31.166666666666668,43.2739181520462,1.121113263527679,9.997500624843788
0,52,F,2,High School,Married,Unknown,Blue,6,3,2,3456.0,2219,1237.0,0.636,1332,24,0.5,0.642,48.333333333333336,55.49768759635015,0.3854165551456727,3.999333444425929
0,26,F,1,College,Single,Unknown,Blue,4,3,3,2751.0,1599,1152.0,0.694,2270,44,0.333,0.581,24.666666666666668,51.58973659689553,0.8251541893296294,10.997250687328167
0,52,M,4,High School,Married,$60K - $80K,Blue,6,3,4,4153.0,0,4153.0,0.434,1771,41,0.367,0.0,48.333333333333336,43.19406843735519,0.42643861631624935,6.832194634227628
0,37,F,3,Graduate,Single,Less than $40K,Blue,5,2,4,3685.0,1396,2289.0,0.974,3016,85,0.809,0.379,34.0,35.48193550664109,0.8184529664985165,16.996600679864027
0,56,M,2,Graduate,Married,$120K +,Blue,4,1,4,8902.0,1932,6970.0,0.781,969,29,1.071,0.217,51.916666666666664,33.412640943415745,0.10885193115570307,7.248187953011747
0,35,M,2,Uneducated,Married,$120K +,Blue,3,3,4,2944.0,1596,1348.0,0.737,2070,44,0.467,0.542,32.833333333333336,47.0443853548783,0.703124761166861,14.66177940686438
0,58,F,0,Graduate,Married,Less than $40K,Blue,5,3,2,2232.0,786,1446.0,0.435,1395,39,0.345,0.352,54.083333333333336,35.76831363298377,0.6249997199822043,7.798440311937612
0,34,F,3,Unknown,Married,$40K - $60K,Blue,3,2,4,1569.0,909,660.0,1.288,2169,48,1.182,0.579,31.583333333333332,45.18655861336222,1.3824082967442342,15.99466844385205
0,37,M,3,Uneducated,Single,$80K - $120K,Blue,4,2,2,23622.0,1153,22469.0,0.666,2574,65,0.625,0.049,34.833333333333336,39.5993907786034,0.10896621331952361,16.245938515371154
